state,state_code,state_name,county_code,county_name,visited,date
MI,26,Michigan,119,Montmorency County,0,
MI,26,Michigan,121,Muskegon County,0,
MI,26,Michigan,123,Newaygo County,0,
VT,50,Vermont,13,Grand Isle County,1,
MI,26,Michigan,127,Oceana County,0,
MI,26,Michigan,129,Ogemaw County,0,
MI,26,Michigan,131,Ontonagon County,0,
VA,51,Virginia,13,Arlington County,1,
MI,26,Michigan,135,Oscoda County,0,
MI,26,Michigan,137,Otsego County,0,
MI,26,Michigan,139,Ottawa County,0,
MI,26,Michigan,141,Presque Isle County,0,
MI,26,Michigan,143,Roscommon County,0,
CT,9,Connecticut,15,Windham County,1,
MI,26,Michigan,147,St. Clair County,0,
MI,26,Michigan,149,St. Joseph County,0,
MI,26,Michigan,151,Sanilac County,0,
MI,26,Michigan,153,Schoolcraft County,0,
MI,26,Michigan,155,Shiawassee County,0,
MI,26,Michigan,157,Tuscola County,0,
MI,26,Michigan,159,Van Buren County,0,
MI,26,Michigan,161,Washtenaw County,0,
MD,24,Maryland,15,Cecil County,1,
MA,25,Massachusetts,15,Hampshire County,1,
MN,27,Minnesota,1,Aitkin County,0,
MN,27,Minnesota,3,Anoka County,0,
MN,27,Minnesota,5,Becker County,0,
MN,27,Minnesota,7,Beltrami County,0,
MN,27,Minnesota,9,Benton County,0,
MN,27,Minnesota,11,Big Stone County,0,
MN,27,Minnesota,13,Blue Earth County,0,
MN,27,Minnesota,15,Brown County,0,
MN,27,Minnesota,17,Carlton County,0,
MN,27,Minnesota,19,Carver County,0,
MN,27,Minnesota,21,Cass County,0,
MN,27,Minnesota,23,Chippewa County,0,
MN,27,Minnesota,25,Chisago County,0,
MN,27,Minnesota,27,Clay County,0,
MN,27,Minnesota,29,Clearwater County,0,
MN,27,Minnesota,31,Cook County,0,
MN,27,Minnesota,33,Cottonwood County,0,
MN,27,Minnesota,35,Crow Wing County,0,
MN,27,Minnesota,37,Dakota County,0,
MN,27,Minnesota,39,Dodge County,0,
MN,27,Minnesota,41,Douglas County,0,
MN,27,Minnesota,43,Faribault County,0,
MN,27,Minnesota,45,Fillmore County,0,
MN,27,Minnesota,47,Freeborn County,0,
MN,27,Minnesota,49,Goodhue County,0,
MN,27,Minnesota,51,Grant County,0,
MN,27,Minnesota,53,Hennepin County,0,
MN,27,Minnesota,55,Houston County,0,
MN,27,Minnesota,57,Hubbard County,0,
MN,27,Minnesota,59,Isanti County,0,
MN,27,Minnesota,61,Itasca County,0,
MN,27,Minnesota,63,Jackson County,0,
MN,27,Minnesota,65,Kanabec County,0,
MN,27,Minnesota,67,Kandiyohi County,0,
MN,27,Minnesota,69,Kittson County,0,
MN,27,Minnesota,71,Koochiching County,0,
MN,27,Minnesota,73,Lac qui Parle County,0,
MN,27,Minnesota,75,Lake County,0,
MN,27,Minnesota,77,Lake of the Woods County,0,
MN,27,Minnesota,79,Le Sueur County,0,
MN,27,Minnesota,81,Lincoln County,0,
MN,27,Minnesota,83,Lyon County,0,
MN,27,Minnesota,85,McLeod County,0,
MN,27,Minnesota,87,Mahnomen County,0,
MN,27,Minnesota,89,Marshall County,0,
MN,27,Minnesota,91,Martin County,0,
MN,27,Minnesota,93,Meeker County,0,
MN,27,Minnesota,95,Mille Lacs County,0,
MN,27,Minnesota,97,Morrison County,0,
MN,27,Minnesota,99,Mower County,0,
MN,27,Minnesota,101,Murray County,0,
MN,27,Minnesota,103,Nicollet County,0,
MN,27,Minnesota,105,Nobles County,0,
MN,27,Minnesota,107,Norman County,0,
MN,27,Minnesota,109,Olmsted County,0,
MN,27,Minnesota,111,Otter Tail County,0,
MN,27,Minnesota,113,Pennington County,0,
MN,27,Minnesota,115,Pine County,0,
MN,27,Minnesota,117,Pipestone County,0,
MN,27,Minnesota,119,Polk County,0,
MN,27,Minnesota,121,Pope County,0,
MN,27,Minnesota,123,Ramsey County,0,
MN,27,Minnesota,125,Red Lake County,0,
MN,27,Minnesota,127,Redwood County,0,
MN,27,Minnesota,129,Renville County,0,
MN,27,Minnesota,131,Rice County,0,
MN,27,Minnesota,133,Rock County,0,
MN,27,Minnesota,135,Roseau County,0,
MN,27,Minnesota,137,St. Louis County,0,
MN,27,Minnesota,139,Scott County,0,
MN,27,Minnesota,141,Sherburne County,0,
MN,27,Minnesota,143,Sibley County,0,
MN,27,Minnesota,145,Stearns County,0,
MN,27,Minnesota,147,Steele County,0,
MN,27,Minnesota,149,Stevens County,0,
MN,27,Minnesota,151,Swift County,0,
MN,27,Minnesota,153,Todd County,0,
MN,27,Minnesota,155,Traverse County,0,
MN,27,Minnesota,157,Wabasha County,0,
MN,27,Minnesota,159,Wadena County,0,
MN,27,Minnesota,161,Waseca County,0,
MN,27,Minnesota,163,Washington County,0,
MN,27,Minnesota,165,Watonwan County,0,
MN,27,Minnesota,167,Wilkin County,0,
MN,27,Minnesota,169,Winona County,0,
MN,27,Minnesota,171,Wright County,0,
MN,27,Minnesota,173,Yellow Medicine County,0,
MS,28,Mississippi,1,Adams County,0,
MS,28,Mississippi,3,Alcorn County,0,
MS,28,Mississippi,5,Amite County,0,
MS,28,Mississippi,7,Attala County,0,
MS,28,Mississippi,9,Benton County,0,
MS,28,Mississippi,11,Bolivar County,0,
MS,28,Mississippi,13,Calhoun County,0,
MS,28,Mississippi,15,Carroll County,0,
MS,28,Mississippi,17,Chickasaw County,0,
MS,28,Mississippi,19,Choctaw County,0,
MS,28,Mississippi,21,Claiborne County,0,
MS,28,Mississippi,23,Clarke County,0,
MS,28,Mississippi,25,Clay County,0,
MS,28,Mississippi,27,Coahoma County,0,
MS,28,Mississippi,29,Copiah County,0,
MS,28,Mississippi,31,Covington County,0,
MS,28,Mississippi,33,DeSoto County,0,
MS,28,Mississippi,35,Forrest County,0,
MS,28,Mississippi,37,Franklin County,0,
MS,28,Mississippi,39,George County,0,
MS,28,Mississippi,41,Greene County,0,
MS,28,Mississippi,43,Grenada County,0,
MS,28,Mississippi,45,Hancock County,0,
MS,28,Mississippi,47,Harrison County,0,
MS,28,Mississippi,49,Hinds County,0,
MS,28,Mississippi,51,Holmes County,0,
MS,28,Mississippi,53,Humphreys County,0,
MS,28,Mississippi,55,Issaquena County,0,
MS,28,Mississippi,57,Itawamba County,0,
MS,28,Mississippi,59,Jackson County,0,
MS,28,Mississippi,61,Jasper County,0,
MS,28,Mississippi,63,Jefferson County,0,
MS,28,Mississippi,65,Jefferson Davis County,0,
MS,28,Mississippi,67,Jones County,0,
MS,28,Mississippi,69,Kemper County,0,
MS,28,Mississippi,71,Lafayette County,0,
MS,28,Mississippi,73,Lamar County,0,
MS,28,Mississippi,75,Lauderdale County,0,
MS,28,Mississippi,77,Lawrence County,0,
MS,28,Mississippi,79,Leake County,0,
MS,28,Mississippi,81,Lee County,0,
MS,28,Mississippi,83,Leflore County,0,
MS,28,Mississippi,85,Lincoln County,0,
MS,28,Mississippi,87,Lowndes County,0,
MS,28,Mississippi,89,Madison County,0,
MS,28,Mississippi,91,Marion County,0,
MS,28,Mississippi,93,Marshall County,0,
MS,28,Mississippi,95,Monroe County,0,
MS,28,Mississippi,97,Montgomery County,0,
MS,28,Mississippi,99,Neshoba County,0,
MS,28,Mississippi,101,Newton County,0,
MS,28,Mississippi,103,Noxubee County,0,
MS,28,Mississippi,105,Oktibbeha County,0,
MS,28,Mississippi,107,Panola County,0,
MS,28,Mississippi,109,Pearl River County,0,
MS,28,Mississippi,111,Perry County,0,
MS,28,Mississippi,113,Pike County,0,
MS,28,Mississippi,115,Pontotoc County,0,
MS,28,Mississippi,117,Prentiss County,0,
MS,28,Mississippi,119,Quitman County,0,
MS,28,Mississippi,121,Rankin County,0,
MS,28,Mississippi,123,Scott County,0,
MS,28,Mississippi,125,Sharkey County,0,
MS,28,Mississippi,127,Simpson County,0,
MS,28,Mississippi,129,Smith County,0,
MS,28,Mississippi,131,Stone County,0,
MS,28,Mississippi,133,Sunflower County,0,
MS,28,Mississippi,135,Tallahatchie County,0,
MS,28,Mississippi,137,Tate County,0,
MS,28,Mississippi,139,Tippah County,0,
MS,28,Mississippi,141,Tishomingo County,0,
MS,28,Mississippi,143,Tunica County,0,
MS,28,Mississippi,145,Union County,0,
MS,28,Mississippi,147,Walthall County,0,
MS,28,Mississippi,149,Warren County,0,
MS,28,Mississippi,151,Washington County,0,
MS,28,Mississippi,153,Wayne County,0,
MS,28,Mississippi,155,Webster County,0,
MS,28,Mississippi,157,Wilkinson County,0,
MS,28,Mississippi,159,Winston County,0,
MS,28,Mississippi,161,Yalobusha County,0,
MS,28,Mississippi,163,Yazoo County,0,
MO,29,Missouri,1,Adair County,0,
MO,29,Missouri,3,Andrew County,0,
MO,29,Missouri,5,Atchison County,0,
MO,29,Missouri,7,Audrain County,0,
MO,29,Missouri,9,Barry County,0,
MO,29,Missouri,11,Barton County,0,
MO,29,Missouri,13,Bates County,0,
MO,29,Missouri,15,Benton County,0,
MO,29,Missouri,17,Bollinger County,0,
MO,29,Missouri,19,Boone County,0,
MO,29,Missouri,21,Buchanan County,0,
MO,29,Missouri,23,Butler County,0,
MO,29,Missouri,25,Caldwell County,0,
MO,29,Missouri,27,Callaway County,0,
MO,29,Missouri,29,Camden County,0,
MO,29,Missouri,31,Cape Girardeau County,0,
MO,29,Missouri,33,Carroll County,0,
MO,29,Missouri,35,Carter County,0,
MO,29,Missouri,37,Cass County,0,
MO,29,Missouri,39,Cedar County,0,
MO,29,Missouri,41,Chariton County,0,
MO,29,Missouri,43,Christian County,0,
MO,29,Missouri,45,Clark County,0,
MO,29,Missouri,47,Clay County,0,
MO,29,Missouri,49,Clinton County,0,
MO,29,Missouri,51,Cole County,0,
MO,29,Missouri,53,Cooper County,0,
MO,29,Missouri,55,Crawford County,0,
MO,29,Missouri,57,Dade County,0,
MO,29,Missouri,59,Dallas County,0,
MO,29,Missouri,61,Daviess County,0,
MO,29,Missouri,63,DeKalb County,0,
MO,29,Missouri,65,Dent County,0,
MO,29,Missouri,67,Douglas County,0,
MO,29,Missouri,69,Dunklin County,0,
MO,29,Missouri,71,Franklin County,0,
MO,29,Missouri,73,Gasconade County,0,
MO,29,Missouri,75,Gentry County,0,
MO,29,Missouri,77,Greene County,0,
MO,29,Missouri,79,Grundy County,0,
MO,29,Missouri,81,Harrison County,0,
MO,29,Missouri,83,Henry County,0,
MO,29,Missouri,85,Hickory County,0,
MO,29,Missouri,87,Holt County,0,
MO,29,Missouri,89,Howard County,0,
MO,29,Missouri,91,Howell County,0,
MO,29,Missouri,93,Iron County,0,
MO,29,Missouri,95,Jackson County,0,
MO,29,Missouri,97,Jasper County,0,
MO,29,Missouri,99,Jefferson County,0,
MO,29,Missouri,101,Johnson County,0,
MO,29,Missouri,103,Knox County,0,
MO,29,Missouri,105,Laclede County,0,
MO,29,Missouri,107,Lafayette County,0,
MO,29,Missouri,109,Lawrence County,0,
MO,29,Missouri,111,Lewis County,0,
MO,29,Missouri,113,Lincoln County,0,
MO,29,Missouri,115,Linn County,0,
MO,29,Missouri,117,Livingston County,0,
MO,29,Missouri,119,McDonald County,0,
MO,29,Missouri,121,Macon County,0,
MO,29,Missouri,123,Madison County,0,
MO,29,Missouri,125,Maries County,0,
MO,29,Missouri,127,Marion County,0,
MO,29,Missouri,129,Mercer County,0,
MO,29,Missouri,131,Miller County,0,
MO,29,Missouri,133,Mississippi County,0,
MO,29,Missouri,135,Moniteau County,0,
MO,29,Missouri,137,Monroe County,0,
MO,29,Missouri,139,Montgomery County,0,
MO,29,Missouri,141,Morgan County,0,
MO,29,Missouri,143,New Madrid County,0,
MO,29,Missouri,145,Newton County,0,
MO,29,Missouri,147,Nodaway County,0,
MO,29,Missouri,149,Oregon County,0,
MO,29,Missouri,151,Osage County,0,
MO,29,Missouri,153,Ozark County,0,
MO,29,Missouri,155,Pemiscot County,0,
MO,29,Missouri,157,Perry County,0,
MO,29,Missouri,159,Pettis County,0,
MO,29,Missouri,161,Phelps County,0,
MO,29,Missouri,163,Pike County,0,
MO,29,Missouri,165,Platte County,0,
MO,29,Missouri,167,Polk County,0,
MO,29,Missouri,169,Pulaski County,0,
MO,29,Missouri,171,Putnam County,0,
MO,29,Missouri,173,Ralls County,0,
MO,29,Missouri,175,Randolph County,0,
MO,29,Missouri,177,Ray County,0,
MO,29,Missouri,179,Reynolds County,0,
MO,29,Missouri,181,Ripley County,0,
MO,29,Missouri,183,St. Charles County,0,
MO,29,Missouri,185,St. Clair County,0,
MO,29,Missouri,186,Ste. Genevieve County,0,
MO,29,Missouri,187,St. Francois County,0,
MO,29,Missouri,189,St. Louis County,0,
MO,29,Missouri,195,Saline County,0,
MO,29,Missouri,197,Schuyler County,0,
MO,29,Missouri,199,Scotland County,0,
MO,29,Missouri,201,Scott County,0,
MO,29,Missouri,203,Shannon County,0,
MO,29,Missouri,205,Shelby County,0,
MO,29,Missouri,207,Stoddard County,0,
MO,29,Missouri,209,Stone County,0,
MO,29,Missouri,211,Sullivan County,0,
MO,29,Missouri,213,Taney County,0,
MO,29,Missouri,215,Texas County,0,
MO,29,Missouri,217,Vernon County,0,
MO,29,Missouri,219,Warren County,0,
MO,29,Missouri,221,Washington County,0,
MO,29,Missouri,223,Wayne County,0,
MO,29,Missouri,225,Webster County,0,
MO,29,Missouri,227,Worth County,0,
MO,29,Missouri,229,Wright County,0,
MO,29,Missouri,510,St. Louis city,0,
MT,30,Montana,1,Beaverhead County,0,
MT,30,Montana,3,Big Horn County,0,
MT,30,Montana,5,Blaine County,0,
MT,30,Montana,7,Broadwater County,0,
MT,30,Montana,9,Carbon County,0,
MT,30,Montana,11,Carter County,0,
MT,30,Montana,13,Cascade County,0,
MT,30,Montana,15,Chouteau County,0,
MT,30,Montana,17,Custer County,0,
MT,30,Montana,19,Daniels County,0,
MT,30,Montana,21,Dawson County,0,
MT,30,Montana,23,Deer Lodge County,0,
MT,30,Montana,25,Fallon County,0,
MT,30,Montana,27,Fergus County,0,
MT,30,Montana,29,Flathead County,0,
MT,30,Montana,31,Gallatin County,0,
MT,30,Montana,33,Garfield County,0,
MT,30,Montana,35,Glacier County,0,
MT,30,Montana,37,Golden Valley County,0,
MT,30,Montana,39,Granite County,0,
MT,30,Montana,41,Hill County,0,
MT,30,Montana,43,Jefferson County,0,
MT,30,Montana,45,Judith Basin County,0,
MT,30,Montana,47,Lake County,0,
MT,30,Montana,49,Lewis and Clark County,0,
MT,30,Montana,51,Liberty County,0,
MT,30,Montana,53,Lincoln County,0,
MT,30,Montana,55,McCone County,0,
MT,30,Montana,57,Madison County,0,
MT,30,Montana,59,Meagher County,0,
MT,30,Montana,61,Mineral County,0,
MT,30,Montana,63,Missoula County,0,
MT,30,Montana,65,Musselshell County,0,
MT,30,Montana,67,Park County,0,
MT,30,Montana,69,Petroleum County,0,
MT,30,Montana,71,Phillips County,0,
MT,30,Montana,73,Pondera County,0,
MT,30,Montana,75,Powder River County,0,
MT,30,Montana,77,Powell County,0,
MT,30,Montana,79,Prairie County,0,
MT,30,Montana,81,Ravalli County,0,
MT,30,Montana,83,Richland County,0,
MT,30,Montana,85,Roosevelt County,0,
MT,30,Montana,87,Rosebud County,0,
MT,30,Montana,89,Sanders County,0,
MT,30,Montana,91,Sheridan County,0,
MT,30,Montana,93,Silver Bow County,0,
MT,30,Montana,95,Stillwater County,0,
MT,30,Montana,97,Sweet Grass County,0,
MT,30,Montana,99,Teton County,0,
MT,30,Montana,101,Toole County,0,
MT,30,Montana,103,Treasure County,0,
MT,30,Montana,105,Valley County,0,
MT,30,Montana,107,Wheatland County,0,
MT,30,Montana,109,Wibaux County,0,
MT,30,Montana,111,Yellowstone County,0,
NE,31,Nebraska,1,Adams County,0,
NE,31,Nebraska,3,Antelope County,0,
NE,31,Nebraska,5,Arthur County,0,
NE,31,Nebraska,7,Banner County,0,
NE,31,Nebraska,9,Blaine County,0,
NE,31,Nebraska,11,Boone County,0,
NE,31,Nebraska,13,Box Butte County,0,
NE,31,Nebraska,15,Boyd County,0,
NE,31,Nebraska,17,Brown County,0,
NE,31,Nebraska,19,Buffalo County,0,
NE,31,Nebraska,21,Burt County,0,
NE,31,Nebraska,23,Butler County,0,
NH,33,New Hampshire,15,Rockingham County,1,
NE,31,Nebraska,27,Cedar County,0,
NE,31,Nebraska,29,Chase County,0,
NE,31,Nebraska,31,Cherry County,0,
NE,31,Nebraska,33,Cheyenne County,0,
NE,31,Nebraska,35,Clay County,0,
NE,31,Nebraska,37,Colfax County,0,
NE,31,Nebraska,39,Cuming County,0,
NE,31,Nebraska,41,Custer County,0,
NE,31,Nebraska,43,Dakota County,0,
NE,31,Nebraska,45,Dawes County,0,
NE,31,Nebraska,47,Dawson County,0,
NE,31,Nebraska,49,Deuel County,0,
NE,31,Nebraska,51,Dixon County,0,
NE,31,Nebraska,53,Dodge County,0,
NJ,34,New Jersey,15,Gloucester County,1,
NE,31,Nebraska,57,Dundy County,0,
NE,31,Nebraska,59,Fillmore County,0,
NE,31,Nebraska,61,Franklin County,0,
NE,31,Nebraska,63,Frontier County,0,
NE,31,Nebraska,65,Furnas County,0,
NE,31,Nebraska,67,Gage County,0,
NE,31,Nebraska,69,Garden County,0,
NE,31,Nebraska,71,Garfield County,0,
NE,31,Nebraska,73,Gosper County,0,
NE,31,Nebraska,75,Grant County,0,
NE,31,Nebraska,77,Greeley County,0,
NE,31,Nebraska,79,Hall County,0,
NE,31,Nebraska,81,Hamilton County,0,
NE,31,Nebraska,83,Harlan County,0,
NE,31,Nebraska,85,Hayes County,0,
NE,31,Nebraska,87,Hitchcock County,0,
NE,31,Nebraska,89,Holt County,0,
NE,31,Nebraska,91,Hooker County,0,
NE,31,Nebraska,93,Howard County,0,
NE,31,Nebraska,95,Jefferson County,0,
NE,31,Nebraska,97,Johnson County,0,
NE,31,Nebraska,99,Kearney County,0,
NE,31,Nebraska,101,Keith County,0,
NE,31,Nebraska,103,Keya Paha County,0,
NE,31,Nebraska,105,Kimball County,0,
NE,31,Nebraska,107,Knox County,0,
NE,31,Nebraska,109,Lancaster County,0,
NE,31,Nebraska,111,Lincoln County,0,
NE,31,Nebraska,113,Logan County,0,
NE,31,Nebraska,115,Loup County,0,
NE,31,Nebraska,117,McPherson County,0,
NE,31,Nebraska,119,Madison County,0,
NE,31,Nebraska,121,Merrick County,0,
NE,31,Nebraska,123,Morrill County,0,
NE,31,Nebraska,125,Nance County,0,
SC,45,South Carolina,15,Berkeley County,1,
NE,31,Nebraska,129,Nuckolls County,0,
VT,50,Vermont,15,Lamoille County,1,
NE,31,Nebraska,133,Pawnee County,0,
NE,31,Nebraska,135,Perkins County,0,
NE,31,Nebraska,137,Phelps County,0,
NE,31,Nebraska,139,Pierce County,0,
NE,31,Nebraska,141,Platte County,0,
NE,31,Nebraska,143,Polk County,0,
NE,31,Nebraska,145,Red Willow County,0,
NE,31,Nebraska,147,Richardson County,0,
NE,31,Nebraska,149,Rock County,0,
NE,31,Nebraska,151,Saline County,0,
VA,51,Virginia,15,Augusta County,1,
NE,31,Nebraska,155,Saunders County,0,
NE,31,Nebraska,157,Scotts Bluff County,0,
NE,31,Nebraska,159,Seward County,0,
NE,31,Nebraska,161,Sheridan County,0,
NE,31,Nebraska,163,Sherman County,0,
NE,31,Nebraska,165,Sioux County,0,
NE,31,Nebraska,167,Stanton County,0,
NE,31,Nebraska,169,Thayer County,0,
NE,31,Nebraska,171,Thomas County,0,
NE,31,Nebraska,173,Thurston County,0,
NE,31,Nebraska,175,Valley County,0,
NE,31,Nebraska,177,Washington County,0,
NE,31,Nebraska,179,Wayne County,0,
NE,31,Nebraska,181,Webster County,0,
NE,31,Nebraska,183,Wheeler County,0,
NE,31,Nebraska,185,York County,0,
NV,32,Nevada,1,Churchill County,0,
ME,23,Maine,17,Oxford County,1,
NV,32,Nevada,5,Douglas County,0,
NV,32,Nevada,7,Elko County,0,
NV,32,Nevada,9,Esmeralda County,0,
NV,32,Nevada,11,Eureka County,0,
NV,32,Nevada,13,Humboldt County,0,
NV,32,Nevada,15,Lander County,0,
NV,32,Nevada,17,Lincoln County,0,
NV,32,Nevada,19,Lyon County,0,
NV,32,Nevada,21,Mineral County,0,
NV,32,Nevada,23,Nye County,0,
NV,32,Nevada,27,Pershing County,0,
NV,32,Nevada,29,Storey County,0,
NV,32,Nevada,31,Washoe County,0,
NV,32,Nevada,33,White Pine County,0,
NV,32,Nevada,510,Carson City,0,
MA,25,Massachusetts,17,Middlesex County,1,
MI,26,Michigan,17,Bay County,1,
NH,33,New Hampshire,17,Strafford County,1,
NJ,34,New Jersey,17,Hudson County,1,
OR,41,Oregon,17,Deschutes County,1,
PA,42,Pennsylvania,17,Bucks County,1,
SC,45,South Carolina,17,Calhoun County,1,
VT,50,Vermont,17,Orange County,1,
MI,26,Michigan,19,Benzie County,1,
NH,33,New Hampshire,19,Sullivan County,1,
NJ,34,New Jersey,1,Atlantic County,0,
NJ,34,New Jersey,19,Hunterdon County,1,
NY,36,New York,19,Clinton County,1,
PA,42,Pennsylvania,19,Butler County,1,
NJ,34,New Jersey,9,Cape May County,0,
NJ,34,New Jersey,11,Cumberland County,0,
SC,45,South Carolina,19,Charleston County,1,
TN,47,Tennessee,19,Carter County,1,
VT,50,Vermont,19,Orleans County,1,
VA,51,Virginia,19,Bedford County,1,
WV,54,West Virginia,19,Fayette County,1,
FL,12,Florida,21,Collier County,1,
MD,24,Maryland,21,Frederick County,1,
MA,25,Massachusetts,21,Norfolk County,1,
NJ,34,New Jersey,29,Ocean County,0,
NJ,34,New Jersey,21,Mercer County,1,
NY,36,New York,21,Columbia County,1,
NC,37,North Carolina,21,Buncombe County,1,
SC,45,South Carolina,21,Cherokee County,1,
VT,50,Vermont,21,Rutland County,1,
VA,51,Virginia,21,Bland County,1,
NM,35,New Mexico,1,Bernalillo County,0,
NM,35,New Mexico,3,Catron County,0,
NM,35,New Mexico,5,Chaves County,0,
NM,35,New Mexico,6,Cibola County,0,
NM,35,New Mexico,7,Colfax County,0,
NM,35,New Mexico,9,Curry County,0,
NM,35,New Mexico,11,De Baca County,0,
NM,35,New Mexico,13,Dona Ana County,0,
NM,35,New Mexico,15,Eddy County,0,
NM,35,New Mexico,17,Grant County,0,
NM,35,New Mexico,19,Guadalupe County,0,
NM,35,New Mexico,21,Harding County,0,
NM,35,New Mexico,23,Hidalgo County,0,
NM,35,New Mexico,25,Lea County,0,
NM,35,New Mexico,27,Lincoln County,0,
NM,35,New Mexico,28,Los Alamos County,0,
NM,35,New Mexico,29,Luna County,0,
NM,35,New Mexico,31,McKinley County,0,
NM,35,New Mexico,33,Mora County,0,
NM,35,New Mexico,35,Otero County,0,
NM,35,New Mexico,37,Quay County,0,
NM,35,New Mexico,39,Rio Arriba County,0,
NM,35,New Mexico,41,Roosevelt County,0,
NM,35,New Mexico,43,Sandoval County,0,
NM,35,New Mexico,45,San Juan County,0,
NM,35,New Mexico,47,San Miguel County,0,
NM,35,New Mexico,49,Santa Fe County,0,
NM,35,New Mexico,51,Sierra County,0,
NM,35,New Mexico,53,Socorro County,0,
NM,35,New Mexico,55,Taos County,0,
NM,35,New Mexico,57,Torrance County,0,
NM,35,New Mexico,59,Union County,0,
NM,35,New Mexico,61,Valencia County,0,
ME,23,Maine,23,Sagadahoc County,1,
NY,36,New York,3,Allegany County,0,
MA,25,Massachusetts,23,Plymouth County,1,
NY,36,New York,7,Broome County,0,
NY,36,New York,9,Cattaraugus County,0,
NJ,34,New Jersey,23,Middlesex County,1,
NY,36,New York,23,Cortland County,1,
NY,36,New York,15,Chemung County,0,
NY,36,New York,17,Chenango County,0,
NC,37,North Carolina,23,Burke County,1,
OR,41,Oregon,23,Grant County,1,
SC,45,South Carolina,23,Chester County,1,
NY,36,New York,25,Delaware County,0,
VT,50,Vermont,23,Washington County,1,
VA,51,Virginia,23,Botetourt County,1,
NY,36,New York,33,Franklin County,0,
NY,36,New York,35,Fulton County,0,
MD,24,Maryland,25,Harford County,1,
MA,25,Massachusetts,25,Suffolk County,1,
NY,36,New York,41,Hamilton County,0,
NE,31,Nebraska,25,Cass County,1,
NY,36,New York,45,Jefferson County,0,
NJ,34,New Jersey,25,Monmouth County,1,
NY,36,New York,49,Lewis County,0,
NY,36,New York,51,Livingston County,0,
NC,37,North Carolina,25,Cabarrus County,1,
PA,42,Pennsylvania,25,Carbon County,1,
SC,45,South Carolina,25,Chesterfield County,1,
VT,50,Vermont,25,Windham County,1,
MD,24,Maryland,27,Howard County,1,
MA,25,Massachusetts,27,Worcester County,1,
NJ,34,New Jersey,27,Morris County,1,
NY,36,New York,27,Dutchess County,1,
NC,37,North Carolina,27,Caldwell County,1,
OR,41,Oregon,27,Hood River County,1,
NY,36,New York,73,Orleans County,0,
NY,36,New York,75,Oswego County,0,
NY,36,New York,77,Otsego County,0,
PA,42,Pennsylvania,27,Centre County,1,
SC,45,South Carolina,27,Clarendon County,1,
VT,50,Vermont,27,Windsor County,1,
WA,53,Washington,27,Grays Harbor County,1,
NY,36,New York,89,St. Lawrence County,0,
GA,13,Georgia,29,Bryan County,1,
NY,36,New York,29,Erie County,1,
NY,36,New York,95,Schoharie County,0,
NY,36,New York,97,Schuyler County,0,
SC,45,South Carolina,29,Colleton County,1,
NY,36,New York,101,Steuben County,0,
TN,47,Tennessee,29,Cocke County,1,
TX,48,Texas,29,Bexar County,1,
NY,36,New York,107,Tioga County,0,
WA,53,Washington,29,Island County,1,
FL,12,Florida,31,Duval County,1,
ME,23,Maine,31,York County,1,
MD,24,Maryland,31,Montgomery County,1,
NY,36,New York,117,Wayne County,0,
NJ,34,New Jersey,31,Passaic County,1,
NY,36,New York,121,Wyoming County,0,
NY,36,New York,123,Yates County,0,
NY,36,New York,31,Essex County,1,
NC,37,North Carolina,31,Carteret County,1,
OR,41,Oregon,31,Jefferson County,1,
PA,42,Pennsylvania,31,Clarion County,1,
SC,45,South Carolina,31,Darlington County,1,
NC,37,North Carolina,13,Beaufort County,0,
NC,37,North Carolina,15,Bertie County,0,
NC,37,North Carolina,17,Bladen County,0,
NC,37,North Carolina,19,Brunswick County,0,
VA,51,Virginia,31,Campbell County,1,
WA,53,Washington,31,Jefferson County,1,
NJ,34,New Jersey,33,Salem County,1,
NC,37,North Carolina,33,Caswell County,1,
NC,37,North Carolina,29,Camden County,0,
PA,42,Pennsylvania,33,Clearfield County,1,
SC,45,South Carolina,33,Dillon County,1,
VA,51,Virginia,33,Caroline County,1,
WA,53,Washington,33,King County,1,
FL,12,Florida,35,Flagler County,1,
NC,37,North Carolina,41,Chowan County,0,
MI,26,Michigan,35,Clare County,1,
NJ,34,New Jersey,35,Somerset County,1,
NC,37,North Carolina,47,Columbus County,0,
NC,37,North Carolina,35,Catawba County,1,
PA,42,Pennsylvania,35,Clinton County,1,
SC,45,South Carolina,35,Dorchester County,1,
VA,51,Virginia,35,Carroll County,1,
CA,6,California,37,Los Angeles County,1,
NC,37,North Carolina,61,Duplin County,0,
NJ,34,New Jersey,37,Sussex County,1,
NC,37,North Carolina,65,Edgecombe County,0,
NY,36,New York,37,Genesee County,1,
NC,37,North Carolina,69,Franklin County,0,
NC,37,North Carolina,37,Chatham County,1,
NC,37,North Carolina,73,Gates County,0,
PA,42,Pennsylvania,37,Columbia County,1,
NC,37,North Carolina,77,Granville County,0,
NC,37,North Carolina,79,Greene County,0,
WV,54,West Virginia,37,Jefferson County,1,
GA,13,Georgia,39,Camden County,1,
NJ,34,New Jersey,39,Union County,1,
NY,36,New York,39,Greene County,1,
NC,37,North Carolina,39,Cherokee County,1,
NC,37,North Carolina,91,Hertford County,0,
NC,37,North Carolina,93,Hoke County,0,
NC,37,North Carolina,95,Hyde County,0,
PA,42,Pennsylvania,39,Crawford County,1,
SC,45,South Carolina,39,Fairfield County,1,
NJ,34,New Jersey,41,Warren County,1,
